"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"7672","GO:0030970",0.674288433590208,0.496850288829465,7,24,"retrograde protein transport, ER to cytosol","BP"
"20115","GO:1903513",0.674288433590208,0.496850288829465,7,24,"endoplasmic reticulum to cytosol transport","BP"
"20095","GO:1903445",0.674872684152469,0.768256981652321,1,3,"protein transport from ciliary membrane to plasma membrane","BP"
"3768","GO:0007288",0.674897219237928,0.531440278923032,5,16,"sperm axoneme assembly","BP"
"5188","GO:0014016",0.674948094697018,0.768188463428979,1,3,"neuroblast differentiation","BP"
"18584","GO:0101005",0.674973736944124,0.407814611684083,30,94,"ubiquitinyl hydrolase activity","MF"
"6424","GO:0018479",0.675082248564696,0.768066528931832,1,3,"benzaldehyde dehydrogenase (NAD+) activity","MF"
"9595","GO:0034739",0.675093345705865,0.768056440164849,1,3,"histone deacetylase activity (H4-K16 specific)","MF"
"14007","GO:0051431",0.675222568843264,0.746576987041082,1,4,"corticotropin-releasing hormone receptor 2 binding","MF"
"9435","GO:0034421",0.675333764377179,0.767837777592075,1,3,"post-translational protein acetylation","BP"
"18317","GO:0098920",0.675462920401248,0.652974943813013,2,6,"retrograde trans-synaptic signaling by lipid","BP"
"18318","GO:0098921",0.675462920401248,0.652974943813013,2,6,"retrograde trans-synaptic signaling by endocannabinoid","BP"
"22302","GO:2001070",0.675590512301474,0.767604072754351,1,3,"starch binding","MF"
"19011","GO:1900239",0.675610980743526,0.652817498742178,2,6,"regulation of phenotypic switching","BP"
"21977","GO:2000491",0.675968519744953,0.652437073007899,2,6,"positive regulation of hepatic stellate cell activation","BP"
"5134","GO:0010956",0.676042142159481,0.767192498055853,1,3,"negative regulation of calcidiol 1-monooxygenase activity","BP"
"19056","GO:1900450",0.676149288753597,0.767094764662077,1,3,"negative regulation of glutamate receptor signaling pathway","BP"
"346","GO:0000921",0.676171533382484,0.55369280127133,4,13,"septin ring assembly","BP"
"2910","GO:0005940",0.676171533382484,0.55369280127133,4,13,"septin ring","CC"
"7750","GO:0031105",0.676171533382484,0.55369280127133,4,13,"septin complex","CC"
"8315","GO:0032160",0.676171533382484,0.55369280127133,4,13,"septin filament array","CC"
"18237","GO:0098809",0.676218128516809,0.767031954554836,1,3,"nitrite reductase activity","MF"
"17868","GO:0097255",0.676282814903262,0.640975877329421,2,7,"R2TP complex","CC"
"6150","GO:0016861",0.676410915499825,0.640836840294958,2,7,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses","MF"
"13852","GO:0051182",0.676447984426404,0.651926418391068,2,6,"coenzyme transport","BP"
"10280","GO:0036258",0.676564593048373,0.766715620943386,1,3,"multivesicular body assembly","BP"
"13771","GO:0051055",0.676652119538552,0.444196458882579,14,46,"negative regulation of lipid biosynthetic process","BP"
"11608","GO:0044208",0.6766877268937,0.766603108866918,1,3,"'de novo' AMP biosynthetic process","BP"
"17","GO:0000033",0.676712485102992,0.766580480850571,1,3,"alpha-1,3-mannosyltransferase activity","MF"
"17158","GO:0072602",0.676932856207426,0.651409423244234,2,6,"interleukin-4 secretion","BP"
"14819","GO:0060353",0.676985381940129,0.640212833871371,2,7,"regulation of cell adhesion molecule production","BP"
"14079","GO:0051582",0.677052604592469,0.651281651198112,2,6,"positive regulation of neurotransmitter uptake","BP"
"19342","GO:1901664",0.67708924414072,0.766235910722883,1,3,"regulation of NAD+ ADP-ribosyltransferase activity","BP"
"19343","GO:1901666",0.67708924414072,0.766235910722883,1,3,"positive regulation of NAD+ ADP-ribosyltransferase activity","BP"
"4662","GO:0009826",0.677100521575034,0.766225590210436,1,3,"unidimensional cell growth","BP"
"10153","GO:0035973",0.677573802544822,0.65072511411051,2,6,"aggrephagy","BP"
"19607","GO:1902349",0.677964076363661,0.76543417230871,1,3,"response to chloroquine","BP"
"11941","GO:0045091",0.678149853524657,0.650109215419277,2,6,"regulation of single stranded viral RNA replication via double stranded DNA intermediate","BP"
"4608","GO:0009629",0.678281505519812,0.765142693848982,1,3,"response to gravity","BP"
"10206","GO:0036056",0.67831943026848,0.591915060477537,3,9,"filtration diaphragm","CC"
"10207","GO:0036057",0.67831943026848,0.591915060477537,3,9,"slit diaphragm","CC"
"2885","GO:0005892",0.678591501415603,0.527281742923085,5,16,"acetylcholine-gated channel complex","CC"
"7147","GO:0022848",0.678591501415603,0.527281742923085,5,16,"acetylcholine-gated cation-selective channel activity","MF"
"18550","GO:0099590",0.678797442684981,0.452966867242612,12,38,"neurotransmitter receptor internalization","BP"
"16851","GO:0072061",0.678803534697306,0.764662679145483,1,3,"inner medullary collecting duct development","BP"
"7390","GO:0030321",0.679039154088264,0.649156767430175,2,6,"transepithelial chloride transport","BP"
"2675","GO:0005521",0.67919727195132,0.526597689346562,5,16,"lamin binding","MF"
"12116","GO:0045503",0.679345217899713,0.483460536673713,8,25,"dynein light chain binding","MF"
"8924","GO:0033083",0.679514826007009,0.578417914037367,3,11,"regulation of immature T cell proliferation","BP"
"18095","GO:0098528",0.679602857800881,0.648552008780692,2,6,"skeletal muscle fiber differentiation","BP"
"7217","GO:0030057",0.679913104108873,0.484586880455719,8,24,"desmosome","CC"
"2236","GO:0004711",0.679948440808973,0.648180861726605,2,6,"ribosomal protein S6 kinase activity","MF"
"6046","GO:0016671",0.680285122592433,0.577549500971571,3,11,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF"
"2384","GO:0004931",0.680692014489891,0.636166976312064,2,7,"extracellularly ATP-gated cation channel activity","MF"
"2261","GO:0004744",0.680929493816518,0.762699273636693,1,3,"retinal isomerase activity","MF"
"5758","GO:0016108",0.680929493816518,0.762699273636693,1,3,"tetraterpenoid metabolic process","BP"
"5762","GO:0016116",0.680929493816518,0.762699273636693,1,3,"carotenoid metabolic process","BP"
"2292","GO:0004793",0.681183658197805,0.762463620518145,1,3,"threonine aldolase activity","MF"
"4288","GO:0008732",0.681183658197805,0.762463620518145,1,3,"L-allo-threonine aldolase activity","MF"
"17078","GO:0072429",0.681336350634619,0.762321953885977,1,3,"response to intra-S DNA damage checkpoint signaling","BP"
"18892","GO:1900042",0.681354654960699,0.646667520125948,2,6,"positive regulation of interleukin-2 secretion","BP"
"10113","GO:0035902",0.681465623028548,0.646547885718914,2,6,"response to immobilization stress","BP"
"12144","GO:0045583",0.681477760300148,0.762190691614335,1,3,"regulation of cytotoxic T cell differentiation","BP"
"12145","GO:0045585",0.681477760300148,0.762190691614335,1,3,"positive regulation of cytotoxic T cell differentiation","BP"
"987","GO:0002276",0.681488693119378,0.76218054077052,1,3,"basophil activation involved in immune response","BP"
"499","GO:0001543",0.681575772541184,0.762099676661654,1,3,"ovarian follicle rupture","BP"
"4770","GO:0010257",0.681620632906761,0.46752579252588,8,39,"NADH dehydrogenase complex assembly","BP"
"8863","GO:0032981",0.681620632906761,0.46752579252588,8,39,"mitochondrial respiratory chain complex I assembly","BP"
"16596","GO:0071608",0.681760967739317,0.646229323424675,2,6,"macrophage inflammatory protein-1 alpha production","BP"
"16051","GO:0070573",0.681796194929434,0.76189488304272,1,3,"metallodipeptidase activity","MF"
"3297","GO:0006553",0.681889238137495,0.76180839219925,1,3,"lysine metabolic process","BP"
"9948","GO:0035633",0.682028915877799,0.645940120237808,2,6,"maintenance of permeability of blood-brain barrier","BP"
"9636","GO:0034988",0.682124572980278,0.761589511652159,1,3,"Fc-gamma receptor I complex binding","MF"
"2637","GO:0005381",0.682564733726108,0.587186483890707,3,9,"iron ion transmembrane transporter activity","MF"
"21309","GO:1905953",0.682691683879927,0.446998632918842,12,40,"negative regulation of lipid localization","BP"
"20413","GO:1904057",0.682855881297645,0.760908248468855,1,3,"negative regulation of sensory perception of pain","BP"
"8526","GO:0032474",0.683125311553342,0.760656840650571,1,3,"otolith morphogenesis","BP"
"3699","GO:0007181",0.683264180125588,0.76052717365104,1,3,"transforming growth factor beta receptor complex assembly","BP"
"17798","GO:0097152",0.68330013376477,0.519009763442523,5,17,"mesenchymal cell apoptotic process","BP"
"875","GO:0002074",0.683366994640381,0.760431133369796,1,3,"extraocular skeletal muscle development","BP"
"20321","GO:1903898",0.683395962626715,0.760404068128339,1,3,"negative regulation of PERK-mediated unfolded protein response","BP"
"8082","GO:0031708",0.683405942252978,0.760394743407055,1,3,"endothelin B receptor binding","MF"
"16614","GO:0071630",0.683476480978399,0.760328824953804,1,3,"nuclear protein quality control by the ubiquitin-proteasome system","BP"
"3184","GO:0006404",0.683481646388847,0.760323997272651,1,3,"RNA import into nucleus","BP"
"15423","GO:0061366",0.68348266068151,0.760323049288363,1,3,"behavioral response to chemical pain","BP"
"15424","GO:0061368",0.68348266068151,0.760323049288363,1,3,"behavioral response to formalin induced pain","BP"
"10456","GO:0038044",0.683591726742875,0.644249706544341,2,6,"transforming growth factor-beta secretion","BP"
"4833","GO:0010511",0.683824918982477,0.632720703372156,2,7,"regulation of phosphatidylinositol biosynthetic process","BP"
"5929","GO:0016469",0.684006776753661,0.450777689135057,10,44,"proton-transporting two-sector ATPase complex","CC"
"6591","GO:0019405",0.684085271853948,0.759759270193298,1,3,"alditol catabolic process","BP"
"28","GO:0000054",0.684252119688409,0.537484359528392,4,15,"ribosomal subunit export from nucleus","BP"
"9174","GO:0033750",0.684252119688409,0.537484359528392,4,15,"ribosome localization","BP"
"1848","GO:0004060",0.684285888574923,0.737623204942726,1,4,"arylamine N-acetyltransferase activity","MF"
"14052","GO:0051538",0.684319770149677,0.759539578929166,1,3,"3 iron, 4 sulfur cluster binding","MF"
"20574","GO:1904385",0.684323513737479,0.503036818027903,6,19,"cellular response to angiotensin","BP"
"21562","GO:1990776",0.684323513737479,0.503036818027903,6,19,"response to angiotensin","BP"
"19570","GO:1902263",0.684352362409587,0.75950903116055,1,3,"apoptotic process involved in embryonic digit morphogenesis","BP"
"12135","GO:0045569",0.684404210445195,0.75946042872781,1,3,"TRAIL binding","MF"
"19216","GO:1901329",0.684446434089091,0.759420842053715,1,3,"regulation of odontoblast differentiation","BP"
"17430","GO:0090151",0.684455618150006,0.565080476282746,3,13,"establishment of protein localization to mitochondrial membrane","BP"
"6540","GO:0019254",0.684540912181075,0.759332244309677,1,3,"carnitine metabolic process, CoA-linked","BP"
"2256","GO:0004739",0.684558598580879,0.759315655638536,1,3,"pyruvate dehydrogenase (acetyl-transferring) activity","MF"
"9442","GO:0034436",0.684675549250855,0.759205939209907,1,3,"glycoprotein transport","BP"
"4974","GO:0010745",0.68467707456593,0.577920280236281,3,10,"negative regulation of macrophage derived foam cell differentiation","BP"
"16049","GO:0070571",0.684921237294847,0.520103758812173,5,16,"negative regulation of neuron projection regeneration","BP"
"9861","GO:0035509",0.68494001678479,0.642786327878865,2,6,"negative regulation of myosin-light-chain-phosphatase activity","BP"
"10890","GO:0042581",0.684995967896039,0.539854065843164,4,14,"specific granule","CC"
"15109","GO:0060746",0.684996880438979,0.514548866947883,5,18,"parental behavior","BP"
"5387","GO:0015129",0.685005943162827,0.642714654888199,2,6,"lactate transmembrane transporter activity","MF"
"11363","GO:0043471",0.685080382471115,0.572115624756073,3,11,"regulation of cellular carbohydrate catabolic process","BP"
"6451","GO:0019003",0.685247700104287,0.416582959442945,19,64,"GDP binding","MF"
"17956","GO:0097454",0.685505236693348,0.758426352822127,1,3,"Schwann cell microvillus","CC"
"2734","GO:0005656",0.685602561512721,0.758334764532565,1,3,"nuclear pre-replicative complex","CC"
"3097","GO:0006267",0.685602561512721,0.758334764532565,1,3,"pre-replicative complex assembly involved in nuclear cell cycle DNA replication","BP"
"10345","GO:0036387",0.685602561512721,0.758334764532565,1,3,"pre-replicative complex","CC"
"10346","GO:0036388",0.685602561512721,0.758334764532565,1,3,"pre-replicative complex assembly","BP"
"19588","GO:1902299",0.685602561512721,0.758334764532565,1,3,"pre-replicative complex assembly involved in cell cycle DNA replication","BP"
"18912","GO:1900086",0.685749672950797,0.641905324482314,2,6,"positive regulation of peptidyl-tyrosine autophosphorylation","BP"
"19909","GO:1903070",0.686176979322748,0.757793602056068,1,3,"negative regulation of ER-associated ubiquitin-dependent protein catabolic process","BP"
"1040","GO:0002357",0.686529797709853,0.757460698539879,1,3,"defense response to tumor cell","BP"
"4326","GO:0008900",0.686586160305176,0.757407481251085,1,3,"potassium:proton exchanging ATPase activity","MF"
"5268","GO:0014809",0.687258230344614,0.756772148762954,1,3,"regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion","BP"
"1997","GO:0004370",0.687343463490431,0.756691473468507,1,3,"glycerol kinase activity","MF"
"12479","GO:0046167",0.687343463490431,0.756691473468507,1,3,"glycerol-3-phosphate biosynthetic process","BP"
"2714","GO:0005606",0.68743561949832,0.756604219832684,1,3,"laminin-1 complex","CC"
"14644","GO:0060091",0.687460927317187,0.574762803664181,3,10,"kinocilium","CC"
"18075","GO:0097732",0.687460927317187,0.574762803664181,3,10,"9+2 non-motile cilium","CC"
"6250","GO:0017077",0.687461461492502,0.756579747750638,1,3,"oxidative phosphorylation uncoupler activity","MF"
"8430","GO:0032366",0.687514076666711,0.497069484475631,6,20,"intracellular sterol transport","BP"
"8431","GO:0032367",0.687514076666711,0.497069484475631,6,20,"intracellular cholesterol transport","BP"
"2648","GO:0005436",0.687542893716739,0.639948084213865,2,6,"sodium:phosphate symporter activity","MF"
"18111","GO:0098559",0.687583380125761,0.756464263833179,1,3,"cytoplasmic side of early endosome membrane","CC"
"3605","GO:0007008",0.687607107724145,0.620539661173523,2,8,"outer mitochondrial membrane organization","BP"
"5750","GO:0016093",0.687660670763923,0.620479311977025,2,8,"polyprenol metabolic process","BP"
"262","GO:0000710",0.687691656698856,0.756361662772864,1,3,"meiotic mismatch repair","BP"
"21621","GO:1990926",0.687869364343876,0.756193190038294,1,3,"short-term synaptic potentiation","BP"
"17362","GO:0090038",0.688086679467421,0.755987032943088,1,3,"negative regulation of protein kinase C signaling","BP"
"16794","GO:0071942",0.688159016015824,0.755918377498252,1,3,"XPC complex","CC"
"16065","GO:0070602",0.688178317183699,0.755900055750804,1,3,"regulation of centromeric sister chromatid cohesion","BP"
"6438","GO:0018916",0.688413250424672,0.733460004794487,1,4,"nitrobenzene metabolic process","BP"
"11035","GO:0042851",0.688557147289694,0.755540211162754,1,3,"L-alanine metabolic process","BP"
"1995","GO:0004367",0.688902970117247,0.755211323969614,1,3,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF"
"4542","GO:0009331",0.688902970117247,0.755211323969614,1,3,"glycerol-3-phosphate dehydrogenase complex","CC"
"12480","GO:0046168",0.688902970117247,0.755211323969614,1,3,"glycerol-3-phosphate catabolic process","BP"
"16102","GO:0070678",0.689015865069607,0.755103875843575,1,3,"preprotein binding","MF"
